"Date/Time","Mech Vent + Nat Vent + Infiltration","External Infiltration","Task Lighting","General Lighting","Miscellaneous","Process","Computer + Equip","Occupancy","Solar Gains Exterior Windows","Zone Sensible Cooling","Air Temperature","Radiant Temperature","Operative Temperature","Room Electricity","Lighting","System Fans","System Pumps","Cooling (Electricity)","Exterior lighting","Outside Dry-Bulb Temperature",
,"ac/h","W/m2","W/m2","W/m2","W/m2","W/m2","W/m2","W/m2","W/m2","W/m2","°C","°C","°C","W/m2","W/m2","W/m2","W/m2","W/m2","W/m2","°C",
"1/1/2002 1:00:00 AM","0.7781634","1.232095","0","0","0","0","4.972766E-02","0","0","-14.9052","22.27166","24.46485","23.36826","4.972766E-02","0","3.25346","1.880904E-02","10.04225","0.1578205","23.8125",
"1/1/2002 2:00:00 AM","0.7779388","1.270324","0","0","0","0","4.972766E-02","0","0","-14.55886","22.09985","24.23358","23.16671","4.972766E-02","0","3.25346","0.0183419","10.04225","0.1578205","23.6875",
"1/1/2002 3:00:00 AM","0.7784407","1.037212","0","0","0","0","4.972766E-02","0","0","-14.14772","21.89063","24.00282","22.94673","4.972766E-02","0","3.25346","1.708565E-02","10.04225","0.1578205","23.1875",
"1/1/2002 4:00:00 AM","0.7789714","0.8006012","0","0","0","0","4.972766E-02","0","0","-13.74276","21.68489","23.7758","22.73035","4.972766E-02","0","3.25346","1.689153E-02","10.04225","0.1578205","22.6875",
"1/1/2002 5:00:00 AM","0.7795301","0.5612965","0","0","0","0","4.972766E-02","0","0","-13.34169","21.4816","23.55171","22.51665","4.972766E-02","0","3.25346","1.741707E-02","10.04225","0.1578205","22.1875",
"1/1/2002 6:00:00 AM","0.7801009","0.320142","0","0","0","0","4.972766E-02","0","0","-12.94415","21.27967","23.32931","22.30449","4.972766E-02","0","3.25346","1.823142E-02","10.04225","0.1578205","21.6875",
"1/1/2002 7:00:00 AM","0.7813162","-1.270928E-02","0","0","0","0","4.972766E-02","0","9.325142","-12.82079","21.18941","23.31202","22.25072","4.972766E-02","0","3.25346","1.842396E-02","10.04225","0","21.1875",
"1/1/2002 8:00:00 AM","0.7819548","-4.966768E-02","0","0","0","0","4.972766E-02","0","33.57382","-14.06358","21.67243","23.96457","22.8185","4.972766E-02","0","3.25346","1.720875E-02","10.04225","0","21.625",
"1/1/2002 9:00:00 AM","0.7799094","0.6424683","0","0","0","0","4.972766E-02","0","49.3595","-16.94771","22.44148","24.89962","23.67055","4.972766E-02","0","3.294348","2.008739E-02","10.04225","0","23.25",
"1/1/2002 10:00:00 AM","0.7757176","1.920652","0","0","0","0","4.972766E-02","0","53.33243","-23.10493","22.84496","25.73575","24.29036","4.972766E-02","0","3.52529","2.824355E-02","10.29634","0","25.25",
"1/1/2002 11:00:00 AM","0.7729778","2.844103","0","0","0","0","4.972766E-02","0","48.22939","-27.14909","23.0531","26.29222","24.67266","4.972766E-02","0","3.741387","4.013217E-02","10.85301","0","26.625",
"1/1/2002 12:00:00 PM","0.7712072","3.490624","0","0","0","0","4.972766E-02","0","40.33809","-28.51213","23.22838","26.59597","24.91218","4.972766E-02","0","3.819243","4.974817E-02","11.11393","0","27.625",
"1/1/2002 1:00:00 PM","0.7694301","4.135406","0","0","0","0","4.972766E-02","0","38.14019","-29.85452","23.39842","26.86704","25.13273","4.972766E-02","0","3.900533","5.762026E-02","11.39887","0","28.625",
"1/1/2002 2:00:00 PM","0.767835","4.730134","0","0","0","0","4.972766E-02","0","41.48039","-32.06276","23.62339","27.25557","25.43948","4.972766E-02","0","4.05224","6.570382E-02","11.81011","0","29.625",
"1/1/2002 3:00:00 PM","0.7679453","4.754691","0","0","0","0","4.972766E-02","0","45.67375","-34.57639","23.83637","27.71307","25.77472","4.972766E-02","0","4.24159","7.106183E-02","12.16421","0","29.875",
"1/1/2002 4:00:00 PM","0.7694332","4.279795","0","0","0","0","4.972766E-02","0","37.32499","-34.72678","23.87414","27.84642","25.86028","4.972766E-02","0","4.253458","6.679279E-02","12.09416","0","29.3",
"1/1/2002 5:00:00 PM","0.7716441","3.578649","0","0","0","0","4.972766E-02","0","19.58025","-30.49619","23.85073","27.50064","25.67569","4.972766E-02","0","3.903406","5.249899E-02","11.39411","0","28.375",
"1/1/2002 6:00:00 PM","0.7739467","2.873878","0","0","0","0","4.972766E-02","0","4.734674","-24.78698","23.7526","26.89267","25.32263","4.972766E-02","0","3.550576","3.600359E-02","10.59841","3.945512E-02","27.375",
"1/1/2002 7:00:00 PM","0.7752617","2.431444","0","0","0","0","4.972766E-02","0","0","-20.83179","23.56639","26.33836","24.95238","4.972766E-02","0","3.379593","2.520077E-02","10.32796","0.1578205","26.625",
"1/1/2002 8:00:00 PM","0.7761398","2.095638","0","0","0","0","4.972766E-02","0","0","-18.58031","23.39209","25.94007","24.66608","4.972766E-02","0","3.304729","2.217693E-02","10.26619","0.1578205","26.025",
"1/1/2002 9:00:00 PM","0.7769931","1.770643","0","0","0","0","4.972766E-02","0","0","-17.10659","23.20265","25.60404","24.40334","4.972766E-02","0","3.265776","2.143044E-02","10.20218","0.1578205","25.425",
"1/1/2002 10:00:00 PM","0.7775679","1.525015","0","0","0","0","4.972766E-02","0","0","-16.30365","22.97611","25.30118","24.13865","4.972766E-02","0","3.25346","0.0205356","10.14311","0.1578205","24.8875",
"1/1/2002 11:00:00 PM","0.7781743","1.279957","0","0","0","0","4.972766E-02","0","0","-15.79888","22.72216","25.01332","23.86774","4.972766E-02","0","3.25346","1.989958E-02","10.07959","0.1578205","24.325",
"1/2/2002","0.7788945","1.001767","0","0","0","0","4.972766E-02","0","0","-15.30137","22.47005","24.73272","23.60138","4.972766E-02","0","3.25346","1.931565E-02","10.04225","0.1578205","23.725",
"1/2/2002 1:00:00 AM","0.7796211","0.7183957","0","0","0","0","4.972766E-02","0","0","-14.81607","22.22296","24.45896","23.34096","4.972766E-02","0","3.25346","0.0186023","10.04225","0.1578205","23.125",
"1/2/2002 2:00:00 AM","0.7803806","0.4303023","0","0","0","0","4.972766E-02","0","0","-14.34262","21.98032","24.1912","23.08576","4.972766E-02","0","3.25346","0.0179142","10.04225","0.1578205","22.525",
"1/2/2002 3:00:00 AM","0.7811554","0.1398952","0","0","0","0","4.972766E-02","0","0","-13.87501","21.7391","23.92474","22.83192","4.972766E-02","0","3.25346","1.737446E-02","10.04225","0.1578205","21.925",
"1/2/2002 4:00:00 AM","0.7817387","-0.1059749","0","0","0","0","4.972766E-02","0","0","-13.42038","21.50413","23.66146","22.58279","4.972766E-02","0","3.25346","1.736499E-02","10.04225","0.1578205","21.3875",
"1/2/2002 5:00:00 AM","0.7824109","-0.3740077","0","0","0","0","4.972766E-02","0","0","-12.96866","21.26993","23.39844","22.33419","4.972766E-02","0","3.25346","1.658378E-02","10.04225","0.1578205","20.825",
"1/2/2002 6:00:00 AM","0.7833","-0.7057053","0","1.992943","0","0","4.972766E-02","0","0","-12.59586","21.07484","23.17939","22.12712","4.972766E-02","1.992943","3.25346","1.558162E-02","10.04225","0.1578205","20.225",
"1/2/2002 7:00:00 AM","0.7832088","-0.663602","0","4.859286","0.3768364","0","4.972766E-02","3.406061E-02","6.318888","-12.69676","21.11108","23.1988","22.15494","0.453988","4.859286","3.25346","1.491561E-02","10.04225","0","20.3125",
"1/2/2002 8:00:00 AM","0.7839878","-0.8072249","0","3.151997","0.7536728","0.2420226","4.209817","0.1176597","22.86428","-14.12527","21.78854","23.69977","22.74416","5.279641","3.151997","3.25346","1.735552E-02","10.04225","0","20.8125",
"1/2/2002 9:00:00 AM","0.7822556","-8.073938E-02","0.5000004","2.232491","3.666781","0.2420226","5.249174","0.4081247","39.92757","-17.63308","22.95962","24.66577","23.8127","9.445843","2.732491","3.294951","2.148252E-02","10.04225","0","22.875",
"1/2/2002 10:00:00 AM","0.7807568","0.4822268","0.5000004","2.232491","3.666781","0.2420226","5.249174","0.4832141","47.78242","-23.5215","23.51335","25.68403","24.59869","9.445843","2.732491","3.496238","2.829406E-02","10.26166","0","24.125",
"1/2/2002 11:00:00 AM","0.7810562","0.4252473","0.5000004","2.232491","3.666781","0.2420226","5.249174","0.4727184","46.91986","-28.17696","23.72077","26.43766","25.07922","9.445843","2.732491","3.738486","3.318018E-02","10.75953","0","24.2625",
"1/2/2002 12:00:00 PM","0.7811018","0.4324786","0.5000004","2.232491","3.927287","0.2420226","5.249174","0.4904409","41.55344","-31.03718","23.87379","26.92794","25.40086","9.73055","2.732491","3.924677","3.693788E-02","11.14145","0","24.425",
"1/2/2002 1:00:00 PM","0.7716404","3.599929","0.5000004","2.232491","3.927287","0.2420226","5.249174","0.4389838","41.52462","-37.41751","23.99508","27.42599","25.71053","9.73055","2.732491","4.527677","4.459691E-02","12.59183","0","28.5625",
"1/2/2002 2:00:00 PM","0.76614","5.426113","0.5000004","2.232491","3.927287","0.2420226","5.249174","0.4364806","44.00263","-43.03846","24.07957","27.94559","26.01258","9.73055","2.732491","5.184356","5.229539E-02","13.70326","0","31",
"1/2/2002 3:00:00 PM","0.7659039","5.52616","0.5000004","2.232491","3.927287","0.2420226","5.249174","0.4800904","42.5079","-45.72587","24.13079","28.29953","26.21516","9.73055","2.732491","5.564435","5.985973E-02","14.20745","0","31.1875",
"1/2/2002 4:00:00 PM","0.7661746","5.475389","0.5000004","2.232491","3.927287","0.2420226","5.249174","0.4799724","33.87678","-46.13218","24.12057","28.36452","26.24255","9.73055","2.732491","5.646062","6.335387E-02","14.26495","0","31.1125",
"1/2/2002 5:00:00 PM","0.7676644","4.982697","0.5000004","2.232491","3.927287","0.2420226","5.249174","0.4809049","19.03118","-43.03035","24.03123","28.03807","26.03465","9.73055","2.732491","5.238223","5.806215E-02","13.57045","0","30.375",
"1/2/2002 6:00:00 PM","0.7715997","3.754068","0.5000004","7.174792","1.477851","0.2420226","5.249174","0.208305","4.440324","-35.00515","23.99623","27.49029","25.74326","7.102866","7.674793","4.270559","4.292401E-02","12.02301","3.945512E-02","28.75",
"1/2/2002 7:00:00 PM","0.7747364","2.701623","0","9.804418","0.4636717","0","4.972766E-02","8.135894E-02","0","-24.9606","23.969","27.04846","25.50873","0.5488902","9.804418","3.54425","3.044673E-02","10.89803","0.1578205","27.375",
"1/2/2002 8:00:00 PM","0.7766963","1.969391","0","8.413252","0.4636717","0","4.972766E-02","3.702097E-02","0","-21.78512","23.89882","26.71143","25.30513","0.5488902","8.413252","3.399122","0.0280589","10.54878","0.1578205","26.375",
"1/2/2002 9:00:00 PM","0.7784877","1.276937","0","8.413252","0.4202541","0","4.972766E-02","3.291974E-02","0","-19.74418","23.77227","26.43083","25.10155","0.5014383","8.413252","3.326534","2.592991E-02","10.23644","0.1578205","25.375",
"1/2/2002 10:00:00 PM","0.779424","0.9258349","0","8.413252","0.4202541","0","4.972766E-02","3.328886E-02","0","-18.45965","23.64922","26.19519","24.9222","0.5014383","8.413252","3.288338","2.374409E-02","10.13477","0.1578205","24.8125",
"1/2/2002 11:00:00 PM","0.7794741","0.8887519","0","1.992943","0.2318359","0","4.972766E-02","1.910396E-02","0","-17.27127","23.39595","25.86782","24.63188","0.2993081","1.992943","3.264659","2.233949E-02","10.10099","0.1578205","24.5125",
"1/3/2002","0.7793015","0.9150479","0","0","0.1884182","0","4.972766E-02","1.514267E-02","0","-16.41854","23.12671","25.51987","24.32329","0.2518578","0","3.25346","2.137994E-02","10.07393","0.1578205","24.275",
"1/3/2002 1:00:00 AM","0.7791792","0.9208494","0","0","0","0","4.972766E-02","0","0","-15.89431","22.85797","25.2058","24.03189","4.972766E-02","0","3.25346","2.067922E-02","10.04731","0.1578205","24.0125",
"1/3/2002 2:00:00 AM","0.7792427","0.8717293","0","0","0","0","4.972766E-02","0","0","-15.42918","22.6199","24.91625","23.76808","4.972766E-02","0","3.25346","0.0200069","10.04225","0.1578205","23.7125",
"1/3/2002 3:00:00 AM","0.7793369","0.8106654","0","0","0","0","4.972766E-02","0","0","-14.99506","22.39648","24.6452","23.52084","4.972766E-02","0","3.25346","0.019464","10.04225","0.1578205","23.4125",
"1/3/2002 4:00:00 AM","0.7793223","0.7872638","0","0","0","0","4.972766E-02","0","0","-14.59177","22.18867","24.38967","23.28917","4.972766E-02","0","3.25346","1.885323E-02","10.04225","0.1578205","23.175",
"1/3/2002 5:00:00 AM","0.7794049","0.736717","0","0","0","0","4.972766E-02","0","0","-14.20688","21.98942","24.14592","23.06767","4.972766E-02","0","3.25346","1.832296E-02","10.04225","0.1578205","22.9125",
"1/3/2002 6:00:00 AM","0.7796873","0.6185695","0","1.992943","0","0","4.972766E-02","0","0","-13.91269","21.83603","23.95423","22.89513","4.972766E-02","1.992943","3.25346","0.0179","10.04225","0.1578205","22.6125",
"1/3/2002 7:00:00 AM","0.7794241","0.7302164","0","4.86517","0.3768364","0","4.972766E-02","3.275678E-02","5.766255","-14.05965","21.8984","23.98838","22.94339","0.453988","4.86517","3.25346","1.808149E-02","10.04225","0","22.8125",
"1/3/2002 8:00:00 AM","0.7793939","0.8505688","0","3.309395","0.7536728","0.2420226","4.209817","0.1123014","19.3107","-15.43469","22.56002","24.43253","23.49627","5.279641","3.309395","3.253807","2.004636E-02","10.04225","0","23.625",
"1/3/2002 9:00:00 AM","0.7781041","1.368427","0.5000004","2.244335","3.666781","0.2420226","5.249174","0.3892564","33.22728","-19.4899","23.5362","25.28626","24.41123","9.445843","2.744336","3.330666","2.469575E-02","10.20562","0","25.25",
"1/3/2002 10:00:00 AM","0.7754408","2.27125","0.5000004","2.232491","3.666781","0.2420226","5.249174","0.4632109","38.04521","-24.70624","23.90382","26.07256","24.98819","9.445843","2.732491","3.529633","3.118375E-02","10.86748","0","26.75",
"1/3/2002 11:00:00 AM","0.7729684","3.101928","0.5000004","2.232491","3.666781","0.2420226","5.249174","0.4565607","47.07747","-32.39365","23.99463","26.93944","25.46703","9.445843","2.732491","4.028052","4.078081E-02","12.01403","0","27.8875",
"1/3/2002 12:00:00 PM","0.7705265","4.003689","0.5000004","2.232491","3.927287","0.2420226","5.249174","0.481583","40.95149","-37.52248","23.99919","27.4352","25.7172","9.73055","2.732491","4.524221","4.787484E-02","12.9744","0","29.05",
"1/3/2002 1:00:00 PM","0.7674523","5.056293","0.5000004","2.232491","3.927287","0.2420226","5.249174","0.4371467","40.76154","-41.91244","24.01832","27.86331","25.94081","9.73055","2.732491","5.074623","5.326283E-02","13.85467","0","30.4375",
"1/3/2002 2:00:00 PM","0.7663014","5.415054","0.5000004","2.232491","3.927287","0.2420226","5.249174","0.4361438","43.88222","-45.90718","24.11004","28.36255","26.23629","9.73055","2.732491","5.609808","5.434548E-02","14.20614","0","31",
"1/3/2002 3:00:00 PM","0.7651268","5.827294","0.5000004","2.232491","3.927287","0.2420226","5.249174","0.4795394","42.99599","-49.07797","24.19095","28.74166","26.4663","9.73055","2.732491","6.092429","5.868081E-02","14.90056","0","31.625",
"1/3/2002 4:00:00 PM","0.7673371","5.176307","0.5000004","2.232491","3.927287","0.2420226","5.249174","0.479437","32.07634","-48.52146","24.16341","28.73481","26.44911","9.73055","2.732491","6.01351","5.979818E-02","14.79979","0","30.75",
"1/3/2002 5:00:00 PM","0.770068","4.214279","0.5000004","2.247807","3.927287","0.2420226","5.249174","0.480766","16.39046","-44.21357","24.03826","28.29609","26.16718","9.73055","2.747808","5.400841","5.635138E-02","14.05804","0","29.375",
"1/3/2002 6:00:00 PM","0.7737671","2.97901","0.5000004","7.131357","1.477851","0.2420226","5.249174","0.2083096","4.434789","-36.24974","23.99501","27.74374","25.86938","7.102866","7.631357","4.391175","4.422446E-02","12.37857","3.945512E-02","27.75",
"1/3/2002 7:00:00 PM","0.7759603","2.260832","0","9.804418","0.4636717","0","4.972766E-02","8.136138E-02","0","-26.40809","23.96963","27.28812","25.62888","0.5488902","9.804418","3.620654","3.364575E-02","11.14803","0.1578205","26.8125",
"1/3/2002 8:00:00 PM","0.7765744","2.037922","0","8.413252","0.4636717","0","4.972766E-02","3.699607E-02","0","-23.25726","23.95106","26.94877","25.44991","0.5488902","8.413252","3.460883","3.051933E-02","10.80067","0.1578205","26.5125",
"1/3/2002 9:00:00 PM","0.777175","1.816519","0","8.413252","0.4202541","0","4.972766E-02","3.269851E-02","0","-21.00308","23.93002","26.68655","25.30828","0.5014383","8.413252","3.366478","2.776536E-02","10.49807","0.1578205","26.2125",
"1/3/2002 10:00:00 PM","0.7776492","1.626487","0","8.413252","0.4202541","0","4.972766E-02","3.283263E-02","0","-19.60839","23.87063","26.47464","25.17263","0.5014383","8.413252","3.317734","2.675688E-02","10.33832","0.1578205","25.9125",
"1/3/2002 11:00:00 PM","0.7777449","1.554841","0","1.992943","0.2318359","0","4.972766E-02","1.883643E-02","0","-18.1581","23.66261","26.16808","24.91535","0.2993081","1.992943","3.280709","0.024953","10.22247","0.1578205","25.6125",
"1/4/2002","0.7778496","1.490842","0","0","0.1884182","0","4.972766E-02","1.486761E-02","0","-16.96429","23.44414","25.83938","24.64176","0.2518578","0","3.254533","2.346633E-02","10.19","0.1578205","25.3125",
"1/4/2002 1:00:00 AM","0.7780007","1.410169","0","0","0","0","4.972766E-02","0","0","-16.43644","23.18411","25.54037","24.36224","4.972766E-02","0","3.25346","2.292027E-02","10.15008","0.1578205","24.95",
"1/4/2002 2:00:00 AM","0.7781437","1.329055","0","0","0","0","4.972766E-02","0","0","-15.97889","22.94923","25.25902","24.10412","4.972766E-02","0","3.25346","2.229688E-02","10.1123","0.1578205","24.6125",
"1/4/2002 3:00:00 AM","0.7782567","1.26436","0","0","0","0","4.972766E-02","0","0","-15.55462","22.73108","24.99489","23.86299","4.972766E-02","0","3.25346","2.166244E-02","10.07821","0.1578205","24.3125",
"1/4/2002 4:00:00 AM","0.7783352","1.192506","0","0","0","0","4.972766E-02","0","0","-15.15172","22.52254","24.74325","23.6329","4.972766E-02","0","3.25346","2.110849E-02","10.04731","0.1578205","24.0125",
"1/4/2002 5:00:00 AM","0.778459","1.115415","0","0","0","0","4.972766E-02","0","0","-14.76101","22.31987","24.49931","23.40959","4.972766E-02","0","3.25346","2.050561E-02","10.04225","0.1578205","23.7125",
"1/4/2002 6:00:00 AM","0.7787378","0.9978279","0","1.992943","0","0","4.972766E-02","0","0","-14.46692","22.16646","24.30737","23.23691","4.972766E-02","1.992943","3.25346","2.004636E-02","10.04225","0.1578205","23.4125",
"1/4/2002 7:00:00 AM","0.7795092","0.7337074","0","4.914656","0.3768364","0","4.972766E-02","3.226981E-02","6.227105","-14.55504","22.19358","24.34042","23.267","0.453988","4.914656","3.25346","1.978753E-02","10.04225","0","23.1125",
"1/4/2002 8:00:00 AM","0.7803451","0.6038906","0","3.184145","0.7536728","0.2420226","4.209817","0.1102312","22.67107","-16.15396","22.86511","24.85838","23.86175","5.279641","3.184145","3.259223","2.172399E-02","10.04225","0","23.625",
"1/4/2002 9:00:00 AM","0.7804397","0.722166","0.5000004","2.232491","3.666781","0.2420226","5.249174","0.3833931","35.54342","-20.94781","23.71619","25.70511","24.71065","9.445843","2.732491","3.374252","2.935303E-02","10.42845","0","24.625",
"1/4/2002 10:00:00 AM","0.7742891","2.813494","0.5000004","2.232491","3.666781","0.2420226","5.249174","0.459507","40.47654","-28.59097","23.96093","26.52671","25.24382","9.445843","2.732491","3.753609","4.112171E-02","11.97777","0","27.5",
"1/4/2002 11:00:00 AM","0.7695379","4.400228","0.5000004","2.232491","3.666781","0.2420226","5.249174","0.4558066","44.42504","-36.59823","23.99853","27.28807","25.6433","9.445843","2.732491","4.425507","4.967715E-02","13.26684","0","29.5625",
"1/4/2002 12:00:00 PM","0.7672997","5.141414","0.5000004","2.232491","3.927287","0.2420226","5.249174","0.4815941","40.99052","-41.74316","24.00203","27.79688","25.89945","9.73055","2.732491","5.061676","5.507303E-02","14.08676","0","30.525",
"1/4/2002 1:00:00 PM","0.7665002","5.427498","0.5000004","2.232491","3.927287","0.2420226","5.249174","0.4367062","40.25306","-44.63147","24.06301","28.18735","26.12518","9.73055","2.732491","5.44397","5.734565E-02","14.46002","0","30.9625",
"1/4/2002 2:00:00 PM","0.7671233","5.387215","0.5000004","2.232491","3.927287","0.2420226","5.249174","0.4356652","44.30844","-48.05197","24.14805","28.64685","26.39745","9.73055","2.732491","5.945369","6.407827E-02","15.43109","0","31",
"1/4/2002 3:00:00 PM","0.7688773","4.861685","0.5000004","2.232491","3.927287","0.2420226","5.249174","0.4793413","42.28735","-49.77122","24.20195","28.93581","26.56888","9.73055","2.732491","6.197759","0.0725769","16.38977","0","30.375",
"1/4/2002 4:00:00 PM","0.7710298","4.10193","0.5000004","2.232491","3.927287","0.2420226","5.249174","0.4793721","34.78713","-49.36613","24.18115","28.96123","26.57119","9.73055","2.732491","6.142408","7.158737E-02","15.97702","0","29.375",
"1/4/2002 5:00:00 PM","0.7730675","3.415807","0.5000004","2.232491","3.927287","0.2420226","5.249174","0.480449","18.93904","-45.71874","24.06234","28.56168","26.31201","9.73055","2.732491","5.615774","6.564859E-02","14.98147","0","28.375",
"1/4/2002 6:00:00 PM","0.7738425","3.175037","0.5000004","7.08596","1.477851","0.2420226","5.249174","0.2082927","4.60649","-38.48267","23.99891","27.97387","25.98639","7.102866","7.58596","4.630399","5.570432E-02","13.72616","3.945512E-02","28",
"1/4/2002 7:00:00 PM","0.7746666","2.894044","0","9.804418","0.4636717","0","4.972766E-02","8.136791E-02","0","-28.8235","23.98286","27.50512","25.74399","0.5488902","9.804418","3.762999","4.298083E-02","12.2319","0.1578205","27.625",
"1/4/2002 8:00:00 PM","0.775834","2.485278","0","8.413252","0.4636717","0","4.972766E-02","3.699892E-02","0","-25.30077","23.96344","27.14995","25.55669","0.5488902","8.413252","3.557293","3.920576E-02","11.74389","0.1578205","27.0875",
"1/4/2002 9:00:00 PM","0.7770952","2.053235","0","8.413252","0.4202541","0","4.972766E-02","3.269453E-02","0","-22.61479","23.94649","26.87334","25.40991","0.5014383","8.413252","3.430736","3.597202E-02","11.32304","0.1578205","26.525",
"1/4/2002 10:00:00 PM","0.7782623","1.647796","0","8.413252","0.4202541","0","4.972766E-02","3.271884E-02","0","-20.62447","23.91919","26.65097","25.28508","0.5014383","8.413252","3.351138","3.373097E-02","11.01827","0.1578205","25.9875",
"1/4/2002 11:00:00 PM","0.7790905","1.343471","0","1.992943","0.2318359","0","4.972766E-02","1.874314E-02","0","-18.65198","23.73933","26.33574","25.03753","0.2993081","1.992943","3.292157","0.0315057","10.72189","0.1578205","25.425",
"1/5/2002","0.7799048","1.040515","0","0","0.1884182","0","4.972766E-02","1.479404E-02","0","-17.17625","23.519","25.99554","24.75727","0.2518578","0","3.256181","2.994644E-02","10.491","0.1578205","24.825",
"1/5/2002 1:00:00 AM","0.780381","0.8350629","0","0","0","0","4.972766E-02","0","0","-16.56701","23.23923","25.68212","24.46067","4.972766E-02","0","3.25346","3.033468E-02","10.41939","0.1578205","24.2875",
"1/5/2002 2:00:00 AM","0.7809813","0.5938659","0","0","0","0","4.972766E-02","0","0","-16.0598","22.97725","25.38562","24.18143","4.972766E-02","0","3.25346","2.969077E-02","10.32106","0.1578205","23.725",
"1/5/2002 3:00:00 AM","0.7815835","0.3637352","0","0","0","0","4.972766E-02","0","0","-15.57477","22.72508","25.10123","23.91316","4.972766E-02","0","3.25346","2.918416E-02","10.27377","0.1578205","23.1875",
"1/5/2002 4:00:00 AM","0.7822551","0.1080187","0","0","0","0","4.972766E-02","0","0","-15.10234","22.47837","24.82511","23.65174","4.972766E-02","0","3.25346","2.870912E-02","10.22943","0.1578205","22.625",
"1/5/2002 5:00:00 AM","0.7828853","-0.1323925","0","0","0","0","4.972766E-02","0","0","-14.64144","22.2367","24.55537","23.39603","4.972766E-02","0","3.25346","2.817569E-02","10.18065","0.1578205","22.0875",
"1/5/2002 6:00:00 AM","0.7835948","-0.3966486","0","0","0","0","4.972766E-02","0","0","-14.18869","21.99812","24.29037","23.14425","4.972766E-02","0","3.25346","2.772275E-02","10.13898","0.1578205","21.525",
"1/5/2002 7:00:00 AM","0.7801942","0.6715214","0","5.140057","0.3768364","0","4.972766E-02","3.239807E-02","5.296373","-14.48245","22.14445","24.31326","23.22886","0.453988","5.140057","3.25346","2.689419E-02","10.07961","3.945512E-02","22.9875",
"1/5/2002 8:00:00 AM","0.7771361","1.684244","0","1.84726","0.3768364","0","4.972766E-02","3.181309E-02","18.83809","-15.30188","22.52485","24.70145","23.61315","0.453988","1.84726","3.25346","2.484884E-02","10.11353","0","24.625",
"1/5/2002 9:00:00 AM","0.7762781","1.973937","0.5000004","0.8733943","1.217345","0","4.972766E-02","0.1020219","32.48545","-16.89236","23.15767","25.38802","24.27284","1.357408","1.373395","3.260322","2.444481E-02","10.22361","0","25.625",
"1/5/2002 10:00:00 AM","0.772315","3.422792","0.5000004","0.8413252","1.217345","0","4.972766E-02","9.876968E-02","43.31073","-23.10574","23.57402","26.27224","24.92313","1.357408","1.341326","3.476965","3.068188E-02","10.95593","0","27.875",
"1/5/2002 11:00:00 AM","0.7691672","4.590692","0.5000004","0.8413252","1.217345","0","4.972766E-02","9.605436E-02","46.16769","-29.53958","23.82794","27.05563","25.44178","1.357408","1.341326","3.8243","0.0415273","12.34958","0","29.625",
"1/5/2002 12:00:00 PM","0.7672772","5.245738","0.5000004","0.8413252","1.391015","0","4.972766E-02","0.1113502","42.64149","-33.82201","23.97363","27.59498","25.78431","1.547212","1.341326","4.148457","4.734457E-02","13.18758","0","30.625",
"1/5/2002 1:00:00 PM","0.7659397","5.739383","0.5000004","0.8413252","0.6373425","0","4.972766E-02","5.417247E-02","41.91209","-36.97061","24.01323","28.02707","26.02015","0.7386945","1.341326","4.449458","5.105177E-02","13.77383","0","31.3125",
"1/5/2002 2:00:00 PM","0.7651677","6.060924","0.5000004","0.8413252","0.6373425","0","4.972766E-02","5.359153E-02","43.25767","-40.34314","24.08546","28.44097","26.26321","0.7386945","1.341326","4.793295","5.575798E-02","14.55719","0","31.8125",
"1/5/2002 3:00:00 PM","0.766215","5.698148","0.5000004","0.8413252","0.6373425","0","4.972766E-02","0.0531553","40.50423","-41.84285","24.11662","28.67643","26.39652","0.7386945","1.341326","4.964146","0.0581316","14.76023","0","31.375",
"1/5/2002 4:00:00 PM","0.7669201","5.438202","0.5000004","0.8413252","0.6373425","0","4.972766E-02","5.334723E-02","31.41053","-41.12106","24.0804","28.60881","26.34461","0.7386945","1.341326","4.898479","5.610834E-02","14.40871","0","31",
"1/5/2002 5:00:00 PM","0.7690173","4.77373","0.5000004","0.8413252","0.6373425","0","4.972766E-02","5.402294E-02","16.8513","-36.81321","24.00646","28.18317","26.09482","0.7386945","1.341326","4.445055","5.042206E-02","13.51337","0","30.0625",
"1/5/2002 6:00:00 PM","0.7726337","3.617051","0.5000004","5.630233","0.4489243","0","4.972766E-02","4.001922E-02","4.694747","-30.74692","23.99775","27.64903","25.82339","0.5365644","6.130234","3.89566","4.499146E-02","12.61735","3.945512E-02","28.5625",
"1/5/2002 7:00:00 PM","0.7744672","3.008339","0","1.992943","0.4489243","0","4.972766E-02","0.0400246","0","-25.09973","23.96399","27.11624","25.54011","0.5365644","1.992943","3.547684","3.998856E-02","11.92602","0.1578205","27.75",
"1/5/2002 8:00:00 PM","0.775299","2.711763","0","1.992943","0.2605061","0","4.972766E-02","0.025827","0","-21.98294","23.87861","26.72853","25.30358","0.3344342","1.992943","3.408004","3.700574E-02","11.52714","0.1578205","27.2875",
"1/5/2002 9:00:00 PM","0.7759724","2.460821","0","1.992943","0.2605061","0","4.972766E-02","2.582699E-02","0","-20.15856","23.75973","26.41911","25.08942","0.3344342","1.992943","3.343758","3.501247E-02","11.25019","0.1578205","26.85",
